Id del contrato de software;Nombre;instanceId;Estado;Fabricante;Centro Actividad / Centro de Costos;Suministrador Responsable;Empresa Propietaria;Fecha de Creación;Fecha de Caducidad;Fecha Modificada;Nombre del producto;Nombre Proveedor;Orden de Compra;Clave__c;Suma Número de Licencias Adquiridas;Filial;Información Adicional / Descripción
2015-024_;2015-024-1_;ASGADR4FJYMVQAPKRHZ3P9UDGC2DCI;Historical;Microsoft;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:14 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft SharePointSvr;HEWLETT PACKARD COLOMBIA LTDA;;;1;EM VARIAS;.
2015-024_;2015-024-10_;ASGADR4FJYMVQAPKRHZUP9UDG92EEK;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:14 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft Visual Studio;HEWLETT PACKARD COLOMBIA LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-11;ASGADR4FJYMVQAQWXFO3QVY0YLLGJZ;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2021/07/27 02:53:31 PM;2021/12/31 12:00:00 AM;2026/02/16 05:15:40 AM;OfficeProPlus;HEWLETT PACKARD COLOMBIA LTDA;;;25;EM VARIAS;.
2015-024_;2015-024-11_;ASGADR4FJYMVQAQRH6U5QQISYI8HEU;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2021/04/07 01:08:39 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:39 AM;OfficeProPlus;HEWLETT PACKARD COLOMBIA LTDA;;;25;EM VARIAS;.
2015-024_;2015-024-12;ASGADR4FJYMVQAQRH7EAQQITHT8JCJ;Historical;;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2021/04/07 01:11:22 PM;2030/12/31 12:00:00 AM;2026/02/16 05:15:39 AM;;HEWLETT PACKARD COLOMBIA LTDA;;;25;;.
2015-024_;2015-024-12_;ASGG8DGIDZG4UARHNORKRGO7Y0Z05J;Historical;Microsoft;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2022/02/21 08:16:08 AM;2016/12/31 12:00:00 AM;2026/02/16 05:15:43 AM;SharePointStdCAL SNGL SA MVL UsrCAL;HEWLETT PACKARD COLOMBIA LTDA;;;25;EM VARIAS;.
2015-024_;2015-024-13;ASGADR4FJYMVQAQRH7HHQQIT1A8JMB;Historical;;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2021/04/07 01:13:34 PM;2030/12/31 12:00:00 AM;2026/02/16 05:15:39 AM;;HEWLETT PACKARD COLOMBIA LTDA;;;25;;.
2015-024_;2015-024-13_;ASGAJOIFD0FXYARHNOYIRGO8EY6WE1;Historical;Microsoft;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2022/02/21 08:19:23 AM;2016/12/31 12:00:00 AM;2026/02/16 05:15:42 AM;SQLCAL SNGL SA;HEWLETT PACKARD COLOMBIA LTDA;;;25;EM VARIAS;.
2015-024_;2015-024-2_;ASGADR4FJYMVQAPKRHZ5P9UDGE2DGH;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:10 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft Exchange Server Enterprise;HEWLETT PACKARD COLOMBIA LTDA;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-3_;ASGADR4FJYMVQAPKRHZ6P9UDGF2DIH;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:14 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;System Center Configuration Manager;HEWLETT PACKARD COLOMBIA LTDA;;;12;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-4_;ASGADR4FJYMVQAPKRHZZP9UDGN2E2S;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:11 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft WinPro;HEWLETT PACKARD COLOMBIA LTDA;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-5_;ASGADR4FJYMVQAPKRHZ5P9UDGE2DG3;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:14 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft SQL Server Standard;HEWLETT PACKARD COLOMBIA LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-6_;ASGADR4FJYMVQAPKRHZVP9UDG92EFG;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:21 AM;Microsoft SharePoint Server;HEWLETT PACKARD COLOMBIA LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-7_;ASGADR4FJYMVQAPKRIABP9UDGP2E7I;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:11 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft Win Server Data Ctrl;HEWLETT PACKARD COLOMBIA LTDA;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-8_;ASGADR4FJYMVQAPKRHZVP9UDGK2EGD;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:14 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft WinSvrExtConn SNGL;HEWLETT PACKARD COLOMBIA LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-024_;2015-024-9_;ASGADR4FJYMVQAPKRHZDP9UDFS2C27;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:35:10 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:22 AM;Microsoft SharePointSvr;HEWLETT PACKARD COLOMBIA LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-147;2015-147-001;ASGBY3O0CJOEYAT0AGB9T0AGB9V2AS;Executed;CONTROLES EMPRESARIALES LTDA;Unallocated;CONTROLES EMPRESARIALES LTDA.;EM VARIAS;2026/02/05 03:28:07 PM;2035/03/09 12:00:00 AM;2026/02/05 03:28:15 PM;Microsoft SQL Server Standard;CONTROLES EMPRESARIALES LTDA.;;;4;EM VARIAS;.
2015-147_;2015-147-1;ASGADR4FJYMVQAPKRHZZP9UDGN2E20;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2030/12/31 11:53:00 AM;2026/02/16 05:15:20 AM;Dynamic CRM;CONTROLES EMPRESARIALES LTDA;;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2015-147_;2015-147-2;ASGADR4FJYMVQAPKRHZWP9UDGL2EIF;Historical;;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:22 PM;2017/12/31 11:58:00 AM;2026/02/16 05:15:20 AM;;CONTROLES EMPRESARIALES LTDA;;;198;;.
2015-147__;2015-147-001_;ASGADR4FJYMVQAQPPYO5QOR2M5M08D;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:40:00 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:36 AM;Dynamic CRM;CONTROLES EMPRESARIALES LTDA;;;8;EM VARIAS;.
2015-147__;2015-147-002_;ASGADR4FJYMVQAQPPYRWQOR2PWML6J;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:42:15 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:36 AM;Identity Manager;CONTROLES EMPRESARIALES LTDA;;;300;EM VARIAS;.
2015-147__;2015-147-003_;ASGADR4FJYMVQAQPPYUVQOR2SVMQRG;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:43:50 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:36 AM;Microsoft Office 365 ProPlus;CONTROLES EMPRESARIALES LTDA;;;240;EM VARIAS;.
2015-147__;2015-147-004;ASGADR4FJYMVQAQPPYYYQOR2WYMYQG;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:46:51 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:36 AM;Microsoft SQL Server Standard;CONTROLES EMPRESARIALES LTDA;;;4;EM VARIAS;.
2015-147__;2015-147-005_;ASGADR4FJYMVQAQPPZCWQOR3AVNCAN;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:48:46 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;System Center Configuration Manager CAL;CONTROLES EMPRESARIALES LTDA;;;230;EM VARIAS;.
2015-147__;2015-147-006_;ASGA9TAFB7LH4AQPPZHMQOR2TXSGA3;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:50:49 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;Win Server User CALSA;CONTROLES EMPRESARIALES LTDA;;;120;EM VARIAS;.
2015-147__;2015-147-007_;ASGA9TAFB7LH4AQPPZ21QOR2YMSJ23;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:54:27 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;System Center Configuration Manager Server;CONTROLES EMPRESARIALES LTDA;;;1;EM VARIAS;.
2015-147__;2015-147-008_;ASGA9TAFB7LH4AQPPZ5IQOR3B9S4MV;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:56:35 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;Microsoft SharePoint Server;CONTROLES EMPRESARIALES LTDA;;;1;EM VARIAS;.
2015-147__;2015-147-009_;ASGA9TAFB7LH4AQPPZ9HQOR3F7SLTU;Historical;Microsoft;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:59:05 PM;2016/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;Win Server Data Ctrl;CONTROLES EMPRESARIALES LTDA;;;2;EM VARIAS;.
2015-147__;2015-147-010;ASGADR4FJYMVQAQPPZLZQOR39ZNY47;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 04:00:53 PM;2030/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;Win Server Per Device CAL;CONTROLES EMPRESARIALES LTDA;;;25;EM VARIAS;.
2016-0623;2016-0623-1;ASGADR4FJYMVQAPKRSPIP9UNVX4HFS;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;;2019/03/27 05:04:52 PM;Microsoft Office 365 ProPlus;Desconocido;;;13;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-0623;2016-0623-2;ASGADR4FJYMVQAPKRSP6P9UNWE4HIY;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;;2019/03/27 05:04:52 PM;Skype for Business Server;Desconocido;;;76;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-0623;2016-0623-3;ASGADR4FJYMVQAPKRSPJP9UNVY4HH1;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;;2019/03/27 05:04:52 PM;Skype for Business Server Enterprise;Desconocido;;;76;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-0623;2016-0623-4;ASGADR4FJYMVQAPKRSPJP9UNVX4HHG;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;;2019/03/27 05:04:52 PM;Skype for Business Server  Standard;Desconocido;;;76;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-076;2016-076-001;ASGA9TAFB7LH4AQPQCCMQOR5OWX7J4;Historical;GIT LTDA;Unallocated;GIT LTDA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/03/09 04:52:39 PM;2021/08/13 12:00:00 AM;2026/02/16 05:15:37 AM;ACL for Windows;GIT LTDA;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-076;2016-076-002;ASGADR4FJYMVQAQPRG0JQOSKIIRKGR;Historical;Desconocido;Unallocated;GIT LTDA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2021/03/10 07:22:46 AM;2021/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;ERA - KAIROS;GIT LTDA;;;22;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-1;ASGADR4FJYMVQAPKRIAAP9UDGO2E5E;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 02:37:00 PM;2026/02/16 05:15:20 AM;Microsoft Office 365 ProPlus;CONTROLES EMPRESARIALES LTDA;;;180;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-10;ASGADR4FJYMVQAPKRHZKP9UDGI2D56;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 12:00:00 AM;2026/02/16 05:15:17 AM;Microsoft Project Professional SA;CONTROLES EMPRESARIALES LTDA;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-2;ASGADR4FJYMVQAPKRHZSP9UDG62DZV;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 02:52:00 PM;2026/02/16 05:15:21 AM;Microsoft SQL Server Standard;CONTROLES EMPRESARIALES LTDA;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-3;ASGADR4FJYMVQAPKRHZYP9UDGM2E05;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 03:17:00 PM;2026/02/16 05:15:20 AM;System Center Configuration Manager CAL;CONTROLES EMPRESARIALES LTDA;;;120;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-4;ASGADR4FJYMVQAPKRHZ7P9UDGG2DJN;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 11:10:00 AM;2026/02/16 05:15:15 AM;Win Server User CALSA;CONTROLES EMPRESARIALES LTDA;;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-5;ASGADR4FJYMVQAPKRHZEP9UDFT2C5G;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 11:16:00 AM;2026/02/16 05:15:17 AM;System Center Configuration Manager Server;CONTROLES EMPRESARIALES LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-6;ASGADR4FJYMVQAPKRHZ8P9UDGH2D1R;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 11:21:00 AM;2026/02/16 05:15:16 AM;Microsoft SharePoint Designer;CONTROLES EMPRESARIALES LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-7;ASGADR4FJYMVQAPKRHZRP9UDG62DYJ;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 11:28:00 AM;2026/02/16 05:15:21 AM;Win Server Data Ctrl;CONTROLES EMPRESARIALES LTDA;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-8;ASGADR4FJYMVQAPKRHZ7P9UDGG2D09;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 11:39:00 AM;2026/02/16 05:15:20 AM;Win Server CAL;CONTROLES EMPRESARIALES LTDA;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-153;2016-153-9;ASGADR4FJYMVQAPKRHZKP9UDGJ2D63;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 12:00:00 AM;2026/02/16 05:15:17 AM;SQL Server  Dev CALSA;CONTROLES EMPRESARIALES LTDA;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-008;ASGADR4FJYMVQAPKRHZ5P9UDGE2DGM;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 04:02:00 PM;2026/02/16 05:15:18 AM;Oracle WebLogic Server Enterprise Edition;ORACLE COLOMBIA LTDA.;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-1;ASGADR4FJYMVQAPKRHZKP9UDGI2D4Z;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 01:32:00 PM;2026/02/16 05:15:20 AM;JD Edwards EnterpriseOne;ORACLE COLOMBIA LTDA.;;;30;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-2;ASGADR4FJYMVQAPKRHZZP9UDGO2E4D;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 01:52:00 PM;2026/02/16 05:15:17 AM;JD Edwards EnterpriseOne;ORACLE COLOMBIA LTDA.;;;110;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-3;ASGADR4FJYMVQAPKRHZ4P9UDGC2DD9;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 01:58:00 PM;2026/02/16 05:15:18 AM;Oracle Database Standard Edition;ORACLE COLOMBIA LTDA.;;;19;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-4;ASGADR4FJYMVQAPKRHZSP9UDG72EB4;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 02:14:00 PM;2026/02/16 05:15:21 AM;Oracle Database Personal Edition;ORACLE COLOMBIA LTDA.;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-5;ASGADR4FJYMVQAPKRHZSP9UDG62DZU;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:20 PM;2017/12/31 02:27:00 PM;2026/02/16 05:15:18 AM;Oracle Database Standard Edition;ORACLE COLOMBIA LTDA.;;;30;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-6;ASGADR4FJYMVQAPKRHZXP9UDGL2EIO;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 02:31:00 PM;2026/02/16 05:15:20 AM;Oracle Database Standard Edition;ORACLE COLOMBIA LTDA.;;;80;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2016-154;2016-154-7;ASGADR4FJYMVQAPKRHZTP9UDG72EBL;Historical;Desconocido;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2018/12/20 02:18:24 PM;2017/12/31 03:58:00 PM;2026/02/16 05:15:21 AM;Oracle Internet Developer Suite;ORACLE COLOMBIA LTDA.;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2017-0654;2017-0654-1;ASGADR4FJYMVQAPKBU0XP9EPYQVACZ;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:16 PM;2018/12/31 04:53:00 PM;2026/02/16 05:15:15 AM;AWS M3.large;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2017-138;2017-138-001;ASGA9TAFB7LH4AQPPXR4QOR13OQGDJ;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;EM VARIAS;2021/03/09 03:19:21 PM;2020/12/31 12:00:00 AM;2026/02/16 05:15:36 AM;Microsoft Visual Studio;CONTROLES EMPRESARIALES LTDA;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2018-001;2018-001-001;ASGA9TAFB7LH4AQPQCNNQOR6JXY8T1;Historical;Desconocido;Unallocated;ESRI COLOMBIA S.A.S.;EM VARIAS;2021/03/09 05:05:53 PM;2019/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;ArcGIS for Server Enterprise;ESRI COLOMBIA S.A.S.;;;1;EM VARIAS;.
2019-1175;2019-1175-001;ASGCX11BEBAG1ATGRHNTTGRHNTP04B;Executed;Tenaxsoft;Unallocated;UNIPLES S.A.;FUNDACION EPM;2025/12/04 11:44:31 AM;2030/12/20 12:00:00 AM;2025/12/04 11:50:49 AM;CYBERPLANET PREMIUM;UNIPLES S.A.;23000684;;1;FUNDACION EPM;.
2020-1146;2020-1146-001;ASGGALYYHYKWBAR8XFZTR8XFZTG2VH;Executed;Novasoft S.A.S;01337383;Novasoft / R&R sistemas integrados SAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2022/09/28 07:15:55 AM;2035/09/21 12:00:00 AM;2025/05/12 12:19:01 PM;Novasoft Enterprise 8;Novasoft / R&R sistemas integrados SAS;22000525;;5;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
20215333/10000330372;20215333/10000330372-001;ASGADR4FJYMVQAPKRHYLP9UDF02BCN;Executed;Trimble;01510230;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/11 12:00:00 AM;2025/05/12 12:19:01 PM;GPS-X 5.0;PROCALCULO - PROSIS S.A.;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
20215333/10000330372;20215333/10000330372-002;ASGADR4FJYMVQAPKRHY7P9UDFG2ASI;Executed;Trimble;01411032;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/11 12:00:00 AM;2025/05/12 12:19:01 PM;GPS-X 5.0;PROCALCULO - PROSIS S.A.;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2025-1235;2025-1235-001;ASGJR68LATILOATIY811TIY8112A7Z;Executed;GCON4;Unallocated;GCON4 COLOMBIA, S.A.S;FUNDACION EPM;2026/01/16 07:22:57 AM;2026/12/23 12:00:00 AM;2026/01/16 08:55:53 AM;REPORT STUDIO;GCON4 COLOMBIA, S.A.S;23001929;;1;FUNDACION EPM;.
2057812;2057812-1;ASGADR4FJYMVQAPKRHZWP9UDGK2EH4;Executed;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 01:39:50 PM;;2019/03/27 05:05:52 PM;Dynamics 365 for Customer Service (On-Premises) User CAL;Desconocido;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2057812;2057812-2;ASGADR4FJYMVQAPKRHZTP9UDG82EDE;Executed;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 01:39:48 PM;;2019/03/27 05:05:52 PM;SharePoint Server Standard Edition User CAL;Desconocido;;;22;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2166106-2020;2166106-2020-001;ASGADR4FJYMVQAQ2GZ7CQ1IV8RUL2J;Executed;Archibus;01989076;MICROCAD SA;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2020/06/19 04:27:30 PM;2034/06/19 12:00:00 AM;2025/05/12 12:19:01 PM;Archibus;MICROCAD SA;;;10;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
21983996;21983996-1;ASGADR4FJYMVQAPKBWDMP9ERR5VFB5;Executed;Desconocido;08516000;C&S COMPUTADORES Y SUMINISTROS S.A;AGUAS NACIONALES EPM S.A. E.S.P.;2018/12/20 02:43:04 PM;;2019/03/28 10:18:13 AM;Adobe Acrobat X Pro;C&S COMPUTADORES Y SUMINISTROS S.A;26811;License LAS 6 PACK (65178941);6;AGUAS NACIONALES EPM S.A. E.S.P.;.
2199877;2199877-001;ASGADR4FJYMVQAPKRHY7P9UDFF2AQG;Executed;ServiSoft S.A.;01337010;Software Shop;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:13 PM;Stata;Software Shop;1400445;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334248;29990334248-001;ASGADR4FJYMVQAPKRHY6P9UDFE2ANT;Executed;POWER LINES SYSTEM;01337010;POWER LINES SYSTEM;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/11/07 12:00:00 AM;2025/05/12 12:19:01 PM;PLS-CADD;POWER LINES SYSTEM;;;19;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-001;ASGADR4FJYMVQAPKRHY9P9UDFH2AVW;Executed;The MathWorks;01989070;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;;2025/11/10 05:45:14 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-002;ASGADR4FJYMVQAPKRHY7P9UDFG2AQY;Executed;The MathWorks;01980173;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;;2025/11/10 05:45:13 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-003;ASGADR4FJYMVQAPKRHY4P9UDFD2AKC;Executed;The MathWorks;01312013;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:21 PM;;2025/11/10 05:45:13 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
29990334612;29990334612-004;ASGADR4FJYMVQAPKRHY5P9UDFE2ALX;Executed;The MathWorks;01312070;COMPONENTES ELECTRONICAS;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2025/11/10 05:45:14 PM;MATLAB;COMPONENTES ELECTRONICAS;323859-336174;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
